,sentimento,txt
1790,negativo,"Muita gente que comprou esse box reclamou que chegou com algum defeito. Achei que o meu viria em perfeito estado, mas não veio. É bem provável que estava na promoção somente os estragados. Nunca mais compro na Amazon. 
"
1791,negativo,"Por ser versão pocket se espera uma qualidade inferior, mas mesmo assim decepcionou. As folhas são brancas e transparentes, da para ver o verso. Por ser pequeno e com grande número de páginas, a leitura se torna desconfortável, não tem como segurar o livro direito. Mas claro pra quem quer economizar e é persistente, a leitura é possível. 
"
1792,negativo,"Decepção. Quando to ansioso abri a caixa e vi a qualidade das folhas. Péssimo !! As folhas são muito transparentes, a gente lê e vê as letras do verso. TRISTE!! Ai a capa é linda ... fui tirar uma foto pra postar na rede ... tem uma mancha enorme de cola no terceiro livro... --' Nem pra uma foto serviu. 
"
1793,negativo,"O box chegou com amassados, riscos e com uma espécie de cola grudada na parte externa dos livros. Única vantagem que vi foi o tempo de entrega de 2 dias, porém esperava muito mais de uma empresa como a Amazon. 
"
1794,negativo,"O box veio em péssimo estado, com cola aparente nas bordas e vários amassados. Fiquei extremamente decepcionada pela aparência dos livros. 
"
1795,negativo,"O espaçamento no livro todo está desconfigurado. Algumas linhas só  com duas ou três palavras.  Outras sem nenhum espaço elas. Atrapalha MUITO a leitura.
"
1796,negativo,"Boa noite, não gostei da qualidade das folhas super finas,se consegue ver as letras da  outra pagina,mias pelo custo ,coloquei 2 estrelas mais não compraria novamente,devido a qualidade das folhas como havia informado! 
"
1797,negativo,"O box é bonito, mas a qualidade do material dos livros é bem baixa. Folhas finas , fica a sombra das letras da página de trás , que atrapalha a leitura.Capa também é fina. Se você liga pra qualidade não recomendo, mas se liga mais pro preço vale a pena. 
"
1798,negativo,"Fiquei satisfeita com a velocidade da entrega e o valor do frete, porém eu comprei esse produto como presente de aniversário, paguei pelo cartão de presente e embrulho e ele vei embalado de maneira normal. A Caixa do Box chegou danificada e rasgada nas laterais, assim como o primeiro volume estava com uma orelha gigante na contracapa, como se houvesse sido dobrada de maneira proposital, havia cola na lombada do volume 3 e o volume 5 estava com as laterais das capas amaçadas. Ou seja, os produtos chegaram seriamente danificados. Estou muito desapontada com isso, com a falta de respeito com o cliente, se você paga por um produto e serviço deseja que ele chega em excelentes condições a sua mão. Eu iria fazer a devolução mas a pessoa a quem eu presenteei muito tranquilamente aceito o produto danificado.
"
1799,negativo,"Bom Livro, baseado em um só tema, mas parece um resumo, o valor é proporcional ao conteúdo. E o pior ter que completar os caracteres nesta avaliação.
"
1800,negativo,"Esse é daqueles livros que você tem que se esforçar para chegar no final, não te prende na leitura! Vai e volta muito no mesmo assunto, a melhor parte é quando ele pede para você pular para seu objetivo, o que no meu caso pulou alguns capítulos! 
"
1801,negativo,"O livro é muito repetitivo no começo, o que torna o restante da leitura um pouco cansativa , mas tem boas dicas de aplicações do método 80/20. 
"
1802,negativo,"Teve muitos comentários no decorrer. do livro que ache desnecessários para.mim . A.gente tem que ler procurando aproveitar apenas uma parte.do conteúdo. 
"
1803,negativo,"O livro começa bem, mas aos poucos começa a fica desinteressante e cheio de exemplos cansativos. O tema é interessante, mas não é trabalhado de forma agradável.
"
1804,negativo,"Tive problemas com relaçao a data de entrega,mandei 2 emails para o vendendor so me responderam no ultimo email e sua resposta nao me ajudou em nada com esse problema,entretanto o produto chegou em excelente estado 
"
1805,negativo,"Compreendo o atraso enorme de quase duas semanas por causa da greve dos caminhoneiros, mas isso não justifica depois de tudo isso o livro chegar com a capa amassada e duas folhas amassadas. Sinceramente esperava mais. 
"
1806,negativo,"Comprei o e-book apenas me fiando no título e no autor. Dei com os burros n'água. O livro é um apanhado de crônicas, não necessariamente  (bem) concatenadas, compiladas por um admirador de Olavo de Carvalho. Os artigos são bons, sem dúvida que sim, afinal quem os escreveu foi o autor. Mas a forma como foram compilados e a não indicação na capa de que se trata de uma compilação de artigos, gênero que eu particularmente desgosto, porque me parece reciclagem para fazer mais dinheiro, realmente me desagradaram. Não recomendo e sim recomendo que antes de comprá-lo no formato e-book, folheie-o para ver se é isso mesmoq que você esperava. 
"
1807,negativo,"Se desse pra devolver eu devolvia, nao é por eu nao pensar igual ao autor, mas achei uma coletanea muito cansativa e repetitiva. Vai ser um tijolo abandonado aqui em casa. 
"
1808,negativo,"As ideias são boas, mas, nem todas, algumas são muito filosoficas. Vale para quem é afixionado em filosofia. Outras ideias são realmente bem legais. So que isso não é um livro encadeado, e uma coletanea de textos desconexos um com o outro.... Eu parei de ler antes da metade. 
"
1809,negativo,"Assisti alguns vídeos das palestras ministradas pelo autor e resolvi comprar o ebook para ratificar minha opinião. Mais um desses generalistas de plantão! 
"
1810,negativo,"O texto fluído e, em alguns, uma boa argumentação não esconde infelizmente a adesão a um pensamento conservador e preconceituoso, principalmente quando o autor aborda a religião. Para justificar seu catolicismo radical, não usa premissas, só conclusões. 
"
1811,negativo,"O nome do livro e seu plot twist são as grandes sacadas. Quando terminamos o livro, percebemos que quem sabe o mínimo para não ser idiota, jamais leria Olavo de Carvalho. Ou seja, esse livro atinge exatamente o público correto. Nem Kotler pensaria em uma jogada de marketing tão genial. Apenas pessoas que não sabem o mínimo para não serem idiotas é que compram o livro. Quando terminei de ler o livro e percebi isso, achei genial! GENIAL! Se você cogita ler este livro, compre-o agora, pois esse livro foi feito para você  =)
"
1812,negativo,"O autor trabalha com o pressuposto do surgimento fa raça humana única e exclusivamente através do Evolucionismo, o que discordo. Acredito que evoluímos a partir da Criação e que essa transformação tem sido contínua desde então. 
"
1813,negativo,"Na minha opinião, que ainda não sou um leitor assíduo, achei o livro muito grande. É claro, que as informações são riquíssimas e de fácil entendimento, mas alguns assuntos sempre se repetiam e por isso essa é a minha nota. Para quem ama história eu super recomendo! 
"
1814,negativo,"Apesar de ser um indivíduo da espécie Homo sapiens, o autor deste livro não é um ser humano com sabedoria. 
"
1815,negativo,"O conteúdo é interessante mas está parecendo que a tradução foi feita com muito descuido. Além de a linguagem ser quase infantil, tem erros na formação e descontinuidade nas frases.  Parece mal revisado. 
"
1816,negativo,"Nao terminei o livro, mas até os 40% do mesmo há muito discurso sobre temas um tanto quanto óbvios ou especulativos. Por enquanto me decepcionei. 
"
1817,negativo,"Comprei dois livros e os dois vieram super amassados, um na parte de baixo, e  outro na parte de cima, não só a capa, as folhas também. 
"
1818,negativo,"Apesar da narrativa prender o leitor, os argumentos não falhos e tendenciosos. Para se ler atento e não se deixar levar pela propaganda. Livro coloca o ser humano como um perfeito idiota e o autor como o suprassumo da inteligencia,uma vez que narra a história da humanidade como a história de um bando de animais que sucessivamente fizeram escolhas erradas a ermo e sem proposito nenhum. Se por uma lado a evolução dos animais é essencialmente biologica, Harari deixa de considerar que a humana é essencialmente histórica. 
"
1819,negativo,"Desde o título ao conteúdo, esse livro é pretensioso e arrogante. Parece mais uma imatura tese de mestrado, colecionando dados bibliográficos encaminhados para uma concepção preconceituosa e sem nenhuma sabedoria. 
"
1820,negativo,"O livro se propõe a ser uma espécie de biografia do Homo sapiens. Infelizmente ele peca com inúmeras deficiências. Como pressuposto ele parte da teoria da evolução (o que é valido, porem deve-se recordar que como teoria o evolucionismo tem lacunas bastante relevantes). De positivo. O livro sem duvida tem uma linguagem bem clara e acessível. Além disso, em algumas passagens e reflexões o autor mostra algo muito importante: honestidade intelectual. A abordagem sobre os impérios é bem interessante. De negativo (alguns exemplos cito abaixo) As ilações e inferências sobre a Revolução Agrícola são bastante questionáveis. Pelo raciocínio do autor, levaríamos a conclusão de que a situação para a maioria dos humanos efetivamente piorou. No entanto, ele não desenvolve bem o raciocínio para justificar a razão do porque então os primeiros agricultores insistiram nas culturas. Deixa a desejar. O argumento dos “mitos imaginários”: estados, dinheiro, símbolos, empresas, etc... como fornecedor de um sustentáculo de cooperação coletiva é bem fraco. Ele se esquece, em absoluto, de que uma ser humano pode ter todo um conjunto de valores e “mitos imaginários” distintos de outro ser humano e colaborar. Basta ele entender, partindo de uma valoração subjetiva, que ele estará em melhor situação se cooperar, e outro assim também fazer o mesmo exercício. Isso se chama axioma da ação humana, sendo inerente a qualquer individuo que age. O capitulo sobre as religiões em lotado de informação equivocada e o capitulo sobre economia um desastre quase completo. Durante todo o capitulo ele fala sobre o papel do crédito e menciona muito brevemente (praticamente esquece) a taxa de juros, que tem um papel fundamental. Outra coisa. Para ser um livro tão abrangente notei que algumas afirmações mais assertivas, em alguns capítulos, tem incrivelmente muito pouca pesquisa bibliográfica para fundamentar. No geral: fiquei o tempo inteiro entre uma estrela (livro péssimo em razão de argumentos horríveis) e tres estrelas (bom livro). Na média decidi por duas estrelas.
"
1821,negativo,"Um título impactante, mas o conteúdo nem tanto. O autor chegar a ser bem redundante em vários capítulos, com temas evasivos e, pouca coerência, ou seja, corrobora o que outros escritores já disseram. Enfim, não gostei da forma de abordagem do autor, por vezes o achei infantil. 
"
1822,negativo,"Eu esperava um livro mais profundo pelas altas avaliações e comentários em geral, porém achei um livro muito raso, parece q você está lendo o diário do autor. O livro passa uma boa mensagem, porém para quem já leu vários livros de autoajuda, vai achar esse livro muito superficial. 
"
1823,negativo,"Não atendeu minhas expectativas, como estava na lista dos livros mais vendidos e as avaliações ótimas, resolvi comprar. A principio o autor promete um livro de autoajuda diferente dos demais, algo que não concordei. De fato é interessante alguns pontos em que ele aborda e nos faz pensar quando um problema deve realmente ser um problema, entretanto ao decorrer do livro sinto a leitura repetitiva e cansativa o que me fez parar a leitura um pouco mais da metade do livro. 
"
1824,negativo,"Particularmente não sou de livro de auto ajuda, porém de tanto ouvir falar nesse livro acabei comprando (ainda bem que foi numa promoção). O livro não tem nada de diferente, achei uma leitura chata e sempre o mais do mesmo. Tudo que sabemos mas que não praticamos na maioria das vezes. Dei duas estrelas pela capa, achei a melhor parte do livro. 
"
1825,negativo,"Decepcionante. O livro se contradiz totalmente a partir do seu prefácio, quando utiliza a frase “Nem tente” como um marco, e propaga justamente o contrário nas páginas que seguem. Um texto de blog seria mais instrutivo. 
"
1826,negativo,"Apesar das críticas e sucesso, não consegui terminar! Não gosto de auto-ajuda e não foi dessa vez que gostei. Foi uma tentativa... então se você, assim como eu não gosta, não tente! 
"
1827,negativo,"O livro ficou super famoso rapidamente no Brasil, mas achei a leitura meio cansativa e monótona. O tipo de livro que você lê até o fim por ""obrigação"". 
"
1828,negativo,"Quando comprei esse livro fui com uma grande expectativa e ela não foi atendida, muito menos superada! Até certa parte o livro é bacana, é quase como um tapa na cara, me identifiquei com algumas situações que o autor passou, mas depois a leitura vai ficando repetitiva e cansativa.
"
1829,negativo,"Esperava mais. O título é muito chamativo, porém, o conteúdo deixa muito a desejar. Na minha humilde opinião, não passa de um diário. Não me agregou em nada. 
"
1830,negativo,"Uma leitura muito arrastada, muitas vezes tive a sensação de já ter lido a mesma coisa no livro outras vezes. Recomendo só pra quem gosta da premissa mesmo, de fato. 
"
1831,negativo,"Livro bem ruim, a abordagem do autor até tenta ser descontraída para atingir certo público, mas sinceramente peca na precariedade do texto. Ah sim, a tradução tá bacaninha até. 
"
1832,negativo,"Um poço de contradição por parte do autor. Comparações simplistas e sem sentido, comparando a vida é as ações com a de Bukowsk. 
"
1833,negativo,"Tá valendo Obrigado grande abraço e obrigado abraço amigo é irmão do meu iPad início da manhã no dia do meu financiamento de um orçamento para os gigantes 
"
1834,negativo,"O autor começa bem, mas da metade pra frente se perde, não via a hora de acabar o livro e seguir para o próximo. 
"
1835,negativo,"O livro apresenta algumas ideias interessantes, mas na maior parte do tempo de torna superficial e grosseiro. Não vale o investimento. 
"
1836,negativo,"Superficial, prepotente, sem conteúdo sério
"
1837,negativo,"Para quem gosta de livro de auto ajuda, acho que vão gostar.. eu não curti muito, pois não gosto deste estilo de livro. 
"
1838,negativo,"Nas primeiras páginas já temos o propósito do livro. Depois, pura repetição. 
"
1839,negativo,"Conceitos interessantes, mas a forma de apresentação é muito ruim. 
"
1840,negativo,"Livro óbvio demais 
"
1841,negativo,"Muito fraquinho, como sempre digo, mais do mesmo que outros tantos livros do gênero. Leio para poder estudar a evolução desse gênero, mas vejo que não evolui. Falta mais compromisso. 
"
1842,negativo,"Não gostei do livro, não achei os conceitos claros, o autor dá muitos exemplos pessoais, utiliza uma linguagem meio desbocada. Esperava algo mais voltado para o meio corporativo e na verdade depois da metade ele volta mais para uma análise de relacionamentos e valores pessoais. 
"
1843,negativo,"Tão contraditório que parece ter sido escrito por um adolescente. Incrível como alguém com experiência em escrever não perceba a falta de coesão entre as ideias do livro. Começa se posicionando como uma espécie de anti auto ajuda e acaba sendo o auto ajuda mais pesado que eu já li. Pontos pelo estilo dinâmico da escrita e por em alguns momentos no meio do amontoado caótico de ideias conseguir fazer o leitor refletir. Vale a pena a leitura, só não deve ser uma prioridade de escolha e muito menos ser considerado ao pé da letra. 
"
1844,negativo,"O autor escreve sua experiência pessoal do que precisou passar para amadurecer na vida. Em exemplos bem repetitivos, tenta mostrar que a felicidade se encontra em valorizar o que realmente importa na vida e deixar de lado o que não importa! Alguma novidade? Não! Não há nada de novo no discurso, apesar de ter uma linguagem cotidiana e informal para se expressar, o que torna muitos trechos engraçados.
"
1845,negativo,"Meu box veio todo detonado. Fiquei triste porque nunca tive problemas com a Amazon. Uma pena. Demorei tanto pra me decidir comprar esse box e quando compro vem assim. 
"
1846,negativo,"Os livros e suas capas estão ótimos. Bonitos e sem problemas. Agora o box que guarda os livros infelizmente veio rasgado :( 
"
1847,negativo,"Entrega bem rápida,mas tanto a caixa,quanto as laterias dos livros vieram um pouco danificadas,com pequenas marcas.O plástico que vinha para proteger,também já estava um pouco rasgado. 
"
1848,negativo,"Se comparado os 7 livros do box, as suas paginas não são do mesmo tamanho. Isso incomoda bastante pois eles não encaixam corretamente na caixinha do box, deixando a desejar na estética. 
"
1849,negativo,"A diagramação do texto deixa a desejar. Isso dificulta um pouco a leitura. No mais a estória é bastante boa. 
"
1850,negativo,"O pedido veio rápido, os livros são maravilhosos, porém o box veio em péssimas condições. Parece que caiu água nele, e estufou todo o material, como mostram as imagens. As pontas estão destruídas, com certeza caiu no chão em algum momento. Estou frustrada com a minha primeira aquisição na Amazon. 
"
1851,negativo,"A caixa do box veio rasgada e amaçada; página do livro cálice de fogo, uma folha veio amaçada ... . 
"
1852,negativo,"Ao ler os livros, até então, eu não havia encontrado nenhum erro (revisão nem tradução). Porém no livro 5 (Harry Potter e a Ordem da Fênix) encontrei um grave erro (pelo menos na edição em que comprei), e chega a impedir o leitor de continuar a leitura, não garantindo uma boa experiência, impedindo-o de terminar o livro e a história. O erro em questão está no capítulo Trinta e Um ""N.O.M.s"". O capítulo inicia e segue normalmente por algumas páginas até chegar à página 576, e então onde deveria haver a próxima página 577, há em seu lugar a página 545, e assim segue até chegar novamente à outra (uma nova) página 576, e onde novamente deveria haver uma página 577 na próxima página, há a página 609, pulando assim 2 capítulos da história do livro. O box é resistente, bonito, de boa qualidade e não há aquele problema onde não cabem os livros. Os livros possuem excelente capas, bonitas assim como o box. A fonte é um pouco menor, mas nada que atrapalhe na leitura. Páginas de ótimo material. O box chegou com nenhum problema, o transporte foi ótimo.
"
1853,negativo,"O box Premium é lindo, porém a caixa veio rasgada, fiquei com desgosto e quero trocar apenas esse box. Os outros livros vieram de forma adequada. 
"
1854,negativo,"Meu box veio com a lateral descolando, apresentando bolhas de ar por conta do descolamento. Mas fora isso o box é lindo! 
"
1855,negativo,"<a class=""a-link-normal"" data-hook=""product-link-linked"" href=""/Caixa-Harry-Potter-Edição-Premium-Exclusiva-Amazon/dp/8532505708"">Caixa Harry Potter - Edição Premium Exclusiva Amazon</a> CUIDADO COM O ANÚNCIO, O BOX NÃO É PREMIUM!!! O meu box apesar de vir todo emplastificado ele chegou com um pouco de poeira dentro do plástico e algumas capas estavam raladas com leves ranhuras... muito estranho, parece que antes de colocar no box, na hora da fabricação os livros sofreram um pouco e foram maltratados e embalados de qualquer jeito. Eu comprei numa promoção por 140 e não recomendo comprar se estiver mais caro que isso, pois o papel é muito fino e transparente, dá medo de manusear e rasgar. Algumas capas aparentam estar mal coladas. Apenas 3 páginas separam a capa da história em si, e nada separa a última folha de história da capa de trás, então não espere conteúdo extra, sumário e etc pois o livro é somente a história e acabou. Eu esperava ser um pouco mais fiel a versão britânica, mas de igual só tem mesmo a capa, o resto é só mais uma impressão qualquer sem fazer o devido ""material Premium"". Fiquei decepcionado porque criei muita expectativas, e no final a qualidade é bem baixa mesmo... O único ponto positivo é só as capas que são lindas, mas por dentro é bem pobrezinho. Boa sorte a todos! 
"
1856,negativo,"A entrega foi super rápida, mas o produto veio rasgado e todo surrado, a caixa (BOX) que guarda os livros veio toda destruída, e pelo que leio nos comentários isso anda acontecendo bastante. 
"
1857,negativo,"O box é maravilhoso e chegou antes do previsto, mas veio amassado e com várias partes rasgadas, a maior delas na parte de baixo como na imagem... Muito triste, gostaria de poder trocar! 
"
1858,negativo,"meu box chegou com alguma bolhas nas capas de alguns livros, e a orelha de um dos livros, está bem surrada. 
"
1859,negativo,"o volume 5 esta com erro tem impressão, tem paginas duplicada e outras faltando 
"
1860,negativo,"Com o box Harry Potter - Edição especial da Amazon mas veio com defeito no livro 5 nas letras douradas que está descascada. Solicitei a troca e recebi um segundo produto, mas este também estava com defeito na capa no livro 5. Solicitei a troca uma terceira vez e ainda veio com problema. Como era em um livro diferente consegui trocar pelo livro do outro box que estava comigo. Mas fiquei decepcionada com a qualidade do produto.
"
1861,negativo,"Minha avaliação negativa não vai para a obra de Tolkien e sim para a qualidade do livro,nas avaliações de clientes alguém afirma que o livro tem folhas amareladas e se baseando nessa informação que eu até então achava confiável comprei o livro sem nem pensar duas vezes,para minha surpresa hoje recebi o livro com folhas brancas! de péssima qualidade quase transparentes agora imagine alguém míope lendo um livro com folhas brancas e uma fonte pequena eu tenho a sensação de estar lendo uma bula de remédio ,no entanto quando contatei a amazon sobre o meu problema eles foram muito atenciosos e prestativos me deram toda uma assistência e indicaram meios de resolver meu caso,infelizmente nenhuma das soluções me pareceu totalmente adequada e me geraria mais transtornos e perda de um tempo que eu não tenho mas o atendimento que recebi da amazon foi extremamente respeitoso,eu sugiro que a amazon coloque essa informação sobre a qualidade,cor das paginas e etc (que pelo menos pra mim é crucial na hora de comprar um livro) na descrição dos recursos dos livros físicos ou que implemente uma opção de perguntar directamente a ela esses e outros detalhes antes de realizar a compra. 
"
1862,negativo,"Acabo de ver a trilogia impressa por 54,90. Amazon está sendo ridícula com esse preço. Pensava seriamente em comprar a edição Kindle, mas vou ficar com os que tenho mesmo. Inviável.
"
1863,negativo,"A edição é maravilhosa, o preço bom, contudo, o livro veio rasgado no canto superior direito da lombada. É a primeira vez que isso ocorre...a Amazon costuma ser excelente....é preciso dizer. 
"
1864,negativo,"O livro é lindo! Edição maravilhosa. Mas, demorei uma eternidade para terminar. Leitura difícil, pesada, muito detalhada e enrolada. Não despertou meu interesse em continuar a série.
"
1865,negativo,"O e-book possui erro de formatação de capítulos. Entre os capítulos ""Theon"" e ""Daenerys"" (posição 4158) não possui identificação de um novo capítulo. O conteúdo do texto pode levar a uma má interpretação do conteúdo, já que por coincidência, o texto faz menção à um local ou personagem. Espero que o erro seja corrigido. 
"
1866,negativo,"Bom livro e história envolvente. Porém, o leitor terá que conviver com uma péssima edição, há diversos erros de português, mapas em baixa resolução, formatação desigual com mudança do tipo de letra dentro do capítulo, capítulos inseridos dentro de outros. 
"
1867,negativo,"Ótimo livro, porém veio bem danificado. Páginas dobradas e disformes além da capa amassada. Péssima editora, deixa a desejar na qualidade dos livros. 
"
1868,negativo,"Comprei 4 dos 5 livros da série, editados pela Leya, e esta edição foi a de menor qualidade. Páginas impressas em papel de pior qualidade com folhas ásperas e cheiro desagradável. 
"
1869,negativo,"Os mapas estão em péssima qualidade e os capítulos estão formatados errados. e.g. posição 4192 Como pode um livro digital conter erros de formtação? Isso é texto! Nenhum mega problema com CSS ou outra linguagem. Texto... 
"
1870,negativo,"A enrolação começa a partir deste segundo livros das Crônicas de Gelo e Fogo. A partir deste livro me peguei pulando capítulos inteiros (Cat e Jon Snow) porque eram todos iguais: o enredo não ia para frente. Veja só, mesmo pulando capítulos inteiros, cheguei ao final do livro entendendo tudo aquilo que o autor queria passar. Em outras palavras, muito barulho por nada.
"
1871,negativo,"O livro veio meio amassado. Um pouco caro para uma edição de bolso 
"
1872,negativo,"Umberto Eco e esta sua obra já foram muito bem descritos pelo conjunto de resenhas aqui publicadas. Minha fala se restringirá à edição de bolso. Iniciei a releitura motivada pela revisão do autor e o acréscimo do texto ""Apostilas..."". Tentei, mas não consegui ir adiantes apesar do conteúdo. Folha branca, margens estreitas, espaços mais do que simples, letras miúdas. Nao há espaço para escrevermos as traduções dos trechos em latim, para interpretação das palavras mais rebuscadas e registroa das impressoes de leitura. Este texto requer interação do leitor....e a versão de bolso impede, por seu ""apertamento"".  Sugiro à editora (re) lançar em capa dura, papel creme, com fontes e tudo o mais que venha a deixar a leitura confortável. Obs.: na imagem inicial com o mapa da abadia suspeito que faltam dados  Ha divergência entre o desenho e a legenda. 
"
1873,negativo,"Não me aterei à história que já é um sucesso consagrado. A edição de bolso deseja muito a desejar, as páginas são tão brancas que é impossível ler em um espaço aberto e, como se não bastasse, as folhas são tão finas que é possível enxergar o que está escrito na página seguinte. Realmente torna esse leitura que deveria ser tão proveitosa, em algo desconfortável ao extremo. Decepcionada com essa edição, vale investir em outra. 
"
1874,negativo,"Num mosteiro italiano em 1300, ocorreram algumas mortes misteriosas e um ex inquisidor começa a investigar as ocorrências. Há muito mistério envolvendo a biblioteca e suas obras, cujo acesso é feito apenas por um monge bibliotecário. Quando o investigador acessa a biblioteca, descobre que ela é feita na forma de um labirinto e com diversos artifícios para complicar seu uso, como espelhos que deformam a imagem, incensos que geram alucinações e passagens de vento que geram ruídos macabros. O livro tem longas citações em latim, que não são traduzidas e, além disto, há muitas digressões filosóficas que não agregam interesse e nem valor a estória. As relações entre os monges e o modo com o mistério é apresentado não prendem a atenção do leitor. Entediante.
"
1875,negativo,"Com todo respeito à Rita, mas ela escreveu um diário bem pouco inspirador a respeito da sua vida. Achava que estaria no livro algumas impressões pessoais da grande cantora, mas o que li foram lembranças da infância em to tatibitate, que não condizem em nada com a carreira da grande cantora. Continuo fã da Rita cantora. 
"
1876,negativo,"Confesso que quase desisti de ler a biografia da Rita Lee. Cheguei até uns 35% e cansei. O que se iniciou super bem, divertido até, passou a ser arrastado ao citar em detalhes o panorama musical em que ela começou, anterior ao meu conhecimento musical (ela é de 1947), e que me deixava perdida nas explanações. Segui pulando as partes muito descritivas de shows. Não há dúvidas que Rita Lee teve uma vida tumultuada, cheia de eventos incomuns e seu livro é um relato bem humorado de tudo que ela viveu. No entanto, é uma leitura para fãs de carteirinha, não tem muito ritmo para quem está em busca de um livro gostoso. 
"
1877,negativo,"O bacana desse livro é a liberdade da Rita se escrever o que estava com vontade. Não espere tratados musicais nem nada do tipo, é mais sobre a vida dela, meio que não se importando com as opiniões. Quem espera algo relativo aos Mutantes vai se decepcionar, ela está amargurada e não esconde isso de ninguém. Achei superficial também.
"
1878,negativo,"Livro meio fantasioso , quer dizer que quase não temos guerra ? Quer dizer que já minimizamos a fome ?! Não faz muito sentido ; sem contar que está mais para um tratado ateísta do que um livro visionário , eu não curti muito ... O sapiens é muito melhor ; não cometa o mesmo erro que eu comprando esse antes do sapiens ! 
"
1879,negativo,"Gostei mais de Sapiens, uma leitura mais biológica. O livro discute um futuro diferente do que imaginamos, nos faz pensar numa outra realidade. 
"
1880,negativo,"O livro é excelente! No entanto, a tradução tem vários erros bem grosseiros, que prejudicam bastante a leitura. 
"
1881,negativo,"""Sapiens: uma breve história da humanidade realmente"" realmente é  um livro muito interessante. Já ""Homo Deus"" decepciona pois pouco ou nada fala de como  ""chegaremos"" no amanhã.
"
1882,negativo,"Não curti muito esse livro, gosto muito de livros eróticos, mas esse não me agradou. Achei legal que o fato do livro se passar no Brasil, pois a autora fala de lugares e atividades que eu conheço, com relação a parte erótica eu achei forçada e até agressiva. Da metade pro final o livro ficou bem melhor e menos forçado, mas não recomendo e não leria se tivesse novamente se tivesse oportunidade. 
"
1883,negativo,"Se não gosta de livro sobre traição, nem leia esse livro, ele trai a mocinha com metade da cidade, do primeiro dia até o último dia do relacionamento deles, depois que ela descobre, aí diz que mudou e blá blá blá, balela, mocinho fraco, influenciável e nojento, que ódio, perdi meu tempo.
"
1884,negativo,"Tenho plena consciência que eu sou a única pessoa do mundo que não gosta desse livro. 
"
1885,negativo,"Textos curtos com poucos atrativos. Embora seja um clássico por conta da criatividade e mensagens subliminares do autor, não aguçou a curiosodade nem a vontade de ler. 
"
1886,negativo,"Esperava mais. De toda Forma vale como cultura pop. Talvez por ter tantos ensinamentos importantes seja tão popular.  Obrigada de nada
"
1887,negativo,"Comprei um box do Harry Potter e um do Percy Jackson em maio. Ambos chegaram nos prazos estipulados. Demorei a abrir o box de HP, ao começar a ler o segundo livro reparo que faltam ao menos 3 capítulos do livro. Fico muito decepcionado com esse tipo de situação e espero que aja algum tipo de ação da Amazon quanto a isso. Serei obrigado a conferir todos os livros e seus respectivos capítulos para ter certeza se há mais erros. Gosto muito do site e espero que tomem uma posição sobre isso. 
"
1888,negativo,"A entrega foi rápida e sem dano de entrega, porem não tem como rastrear(isso é um erro da empresa que faz entrega e não permite rastreamento). O item chegou com defeito na caixa que faz parte de tudo, e isso me desapontou. Como é um presente, não abri a caixa ainda para ver se ha mais defeitos e nem tenho tempo de troca-lo(já que não ha nenhuma forma de reclamar para uma troca rápida, apenas devolver o produto). Vou ter que entregar o presente assim e aguardar o que acham(espero que não tenha outros defeitos), mas fiquei muito desapontado pois o produto esta danificado dentro do plastico, não foi um erro de entrega, ele simplesmente já veio assim.  Falta um controle de qualidade no envio para que nem saia de la um produto com defeito e alguma forma de contato rápido com a empresa para casos de produtos danificados. 
"
1889,negativo,"O box é maravilhoso, mas dois dos livros vieram com a brochura arranhada/rasgada. Creio que pode ter acontecido na hora de colocarem os livros no box. 
"
1890,negativo,"Já tinha lido algumas avaliações anteriores e vi diversas reclamações nas condições do box. Antecipadamente já fiquei tensa. E infelizmente, também fui premiada: o box veio danificado. Quando a gente compra um produto, espera-se receber em perfeito estado, aí acontece isso, é como se jogasse o balde de água fria. Até porque é um presente que eu vou dar já danificado: bem indelicado. Os demais produtos, que foram livros diversos, chegaram em condições normais, sem defeitos. 
"
1891,negativo,"Chegou com atraso e um amassado no box, fora uma falha de impressão na capa da camêra secreta. Esperava mais cuidado no transporte e uma melhor qualidade do material. 
"
1892,negativo,"As ilustrações não corresponderam minhas espectativas descritas, tendo aparencia pequena em preto e branco no cantinho no inicio dos capitulos, achei horriveis, sinceramente comprei pelas ilustrações mas fiquei frustrada. Já tenho uma coleção Harry Potter em capa dura prefiro reler a coleção q já tenho.
"
1893,negativo,"O livro em sim é excelente, com imagens muito vivas e extremamente belas, sem falar a história em si. Vale muito a pena essa aquisição. Porém, além do atraso que ultimamente vem sendo recorrente por conta da transportadora da Amazon em Teresina - Piauí, o livro não foi devidamente protegido, vindo com amassados nas bordas, gostaria que a Amazon desse mais ênfase tanto a isso quanto às transportadoras que não vêem cumprindo com os prazos e desrespeitando o consumidor, ao não enviar ninguém para fazer a entrega e ainda por cima dizer que foi feita a tentativa de entrega. Confirmo isso porque havia alguém no local da entrega o dia inteiro. 
"
